env;wc2.1_30s_bio_1;wc2.1_30s_bio_10;wc2.1_30s_bio_11;wc2.1_30s_bio_12;wc2.1_30s_bio_13;wc2.1_30s_bio_14;wc2.1_30s_bio_15;wc2.1_30s_bio_16;wc2.1_30s_bio_17;wc2.1_30s_bio_18;wc2.1_30s_bio_19;wc2.1_30s_bio_2;wc2.1_30s_bio_3;wc2.1_30s_bio_4;wc2.1_30s_bio_5;wc2.1_30s_bio_6;wc2.1_30s_bio_7;wc2.1_30s_bio_8;wc2.1_30s_bio_9;ALT;LAT;LON;ALLSKY_SFC_LW_DWN;ALLSKY_SFC_SW_DWN;PRECTOTCORR;RH2M;T2M;T2MDEW;T2M_MAX;T2M_MIN;WS2M;bdod_0-5cm_mean_30s;bdod_15-30cm_mean_30s;bdod_30-60cm_mean_30s;bdod_5-15cm_mean_30s;cfvo_0-5cm_mean_30s;cfvo_15-30cm_mean_30s;cfvo_30-60cm_mean_30s;cfvo_5-15cm_mean_30s;clay_15-30cm_mean_30s;clay_30-60cm_mean_30s;clay_5-15cm_mean_30s;nitrogen_0-5cm_mean_30s;nitrogen_15-30cm_mean_30s;nitrogen_30-60cm_mean_30s;nitrogen_5-15cm_mean_30s;ocd_0-5cm_mean_30s;ocd_15-30cm_mean_30s;ocd_30-60cm_mean_30s;ocd_5-15cm_mean_30s;phh2o_0-5cm_mean_30s;phh2o_15-30cm_mean_30s;phh2o_30-60cm_mean_30s;phh2o_5-15cm_mean_30s;sand_0-5cm_mean_30s;sand_15-30cm_mean_30s;sand_30-60cm_mean_30s;sand_5-15cm_mean_30s;SBIO2_Mean_Diurnal_Range_5_15cm;SBIO3_Isothermality_5_15cm;SBIO4_Temperature_Seasonality_5_15cm;silt_0-5cm_mean_30s;silt_15-30cm_mean_30s;silt_30-60cm_mean_30s;silt_5-15cm_mean_30s;soc_0-5cm_mean_30s;soc_15-30cm_mean_30s;soc_30-60cm_mean_30s;soc_5-15cm_mean_30s;soilT_1_5_15cm;soilT_10_5_15cm;soilT_11_5_15cm;soilT_12_5_15cm;soilT_2_5_15cm;soilT_3_5_15cm
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
E0262;15.95;16.933;15.1;939;147;29;44.385;336;118;249;279;14.233;81.801;73.175;25.4;8;17.4;16.217;16.333;2165;-0.345;35.943;29.94375;21.00208333;3.509166667;76.09416667;15.78416667;10.75;24.13666667;8.04;1.955416667;1.100000024;1.200000048;1.200000048;1.100000024;9;10;12;9;37;40;36;3.5;1.799999952;1.100000024;2.5;4.099999905;2.200000048;1.399999976;2.900000095;6.400000095;6.400000095;6.5;6.400000095;30;30;28;31;4.199999809;40.79999924;236.6000061;34;33;32;34;35.90000153;17.29999924;12.5;25.20000076;187;173;186;183;189;190
